ticket_id,customer_name,opening_date,latency_ms,is_resolved,issue_category
1099,Luis Torres,,140,0,Configuration
1100,Carlos Ruiz,,245,1,Layer 2
1101,Juan Perez,,245,1,Layer 2
1102,Maria Lopez,,245,1,Configuration
1103,Luis Torres,2026-02-10,347,0,Software
1104,Pedro Marmol,,112,0,Layer 2
1105,Carlos Ruiz,,245,1,Layer 1
1106,Luis Torres,,245,1,Software
1107,Luis Torres,,245,1,Software
1108,Juan Perez,2026-01-19,335,0,Layer 2
1109,Ana Silva,,119,0,Software
1110,Ana Silva,,306,0,Layer 1
1111,Pedro Marmol,,240,0,Layer 2
1112,Carlos Ruiz,,240,1,Layer 2
1113,Juan Perez,,245,0,Software
1114,Pedro Marmol,2026-01-21,245,0,Software
1115,Maria Lopez,,403,0,Layer 2
1116,Pedro Marmol,,425,0,Software
1117,Juan Perez,,245,1,Software
1118,Luis Torres,2026-01-24,310,0,Software
1119,Ana Silva,,336,0,Software
1120,Pedro Marmol,,4,1,Layer 1
1121,Carlos Ruiz,,245,0,Layer 1
1122,Juan Perez,,245,1,Layer 1
1123,Pedro Marmol,2026-02-04,93,0,Layer 1
1124,Maria Lopez,,245,1,Software
1125,Luis Torres,,18,0,Layer 2
1126,Ana Silva,,500,0,Configuration
1127,Luis Torres,2026-01-31,31,0,Layer 2
1128,Carlos Ruiz,,458,0,Layer 1
1129,Pedro Marmol,,319,0,Software
1130,Ana Silva,,245,1,Configuration
1131,Luis Torres,2026-01-24,53,1,Configuration
1132,Pedro Marmol,,48,0,Configuration
1133,Ana Silva,,288,1,Configuration
1134,Juan Perez,,215,1,Software
1135,Pedro Marmol,,472,0,Layer 1
1136,Ana Silva,,170,1,Configuration
1137,Luis Torres,,274,0,Layer 1
1138,Maria Lopez,,112,1,Configuration
1139,Ana Silva,,337,1,Layer 2
1140,Maria Lopez,,278,1,Layer 2
1141,Luis Torres,,354,0,Configuration
1142,Luis Torres,2026-01-30,255,0,Layer 1
1143,Carlos Ruiz,,59,1,Layer 1
1144,Luis Torres,2026-02-05,245,0,Configuration
1145,Luis Torres,,481,1,Software
1146,Luis Torres,2026-02-13,250,0,Software
1147,Luis Torres,,437,0,Configuration
1148,Carlos Ruiz,,184,1,Configuration
1149,Luis Torres,,361,0,Software
1150,Carlos Ruiz,2026-02-13,489,1,Configuration
1151,Pedro Marmol,2026-02-08,217,0,Layer 1
1152,Pedro Marmol,,253,1,Configuration
1153,Carlos Ruiz,,121,1,Configuration
1154,Luis Torres,,246,0,Layer 2
1155,Carlos Ruiz,,461,0,Layer 2
1156,Luis Torres,,344,1,Software
1157,Maria Lopez,2026-02-10,13,0,Configuration
1158,Juan Perez,2026-01-30,484,1,Configuration
1159,Juan Perez,2026-02-03,293,1,Configuration
1160,Carlos Ruiz,,245,1,Layer 2
1161,Luis Torres,,364,1,Configuration
1162,Juan Perez,,273,0,Software
1163,Pedro Marmol,,94,1,Layer 1
1164,Luis Torres,,163,1,Layer 2
1165,Luis Torres,,415,0,Layer 1
1166,Juan Perez,2026-01-21,463,1,Configuration
1167,Maria Lopez,,286,1,Layer 1
1168,Ana Silva,,192,1,Layer 1
1169,Pedro Marmol,,419,1,Configuration
1170,Luis Torres,,245,0,Layer 1
1171,Juan Perez,,49,0,Software
1172,Pedro Marmol,,253,1,Layer 1
1173,Ana Silva,2026-02-05,141,1,Layer 2
1174,Ana Silva,,28,1,Layer 1
1175,Carlos Ruiz,,296,0,Configuration
1176,Juan Perez,,173,1,Layer 2
1177,Juan Perez,,488,0,Software
1178,Maria Lopez,,199,0,Configuration
1179,Pedro Marmol,,245,1,Software
1180,Ana Silva,,245,1,Configuration
1181,Maria Lopez,2026-01-25,245,1,Configuration
1182,Ana Silva,,251,1,Layer 2
1183,Maria Lopez,,245,1,Software
1184,Ana Silva,2026-02-13,433,0,Layer 1
1185,Luis Torres,2026-02-10,400,0,Configuration
1186,Maria Lopez,,245,1,Software
1187,Juan Perez,,266,0,Layer 1
1188,Pedro Marmol,,29,1,Configuration
1189,Carlos Ruiz,,212,0,Configuration
1190,Carlos Ruiz,,332,0,Layer 1
1191,Luis Torres,,245,0,Layer 2
1192,Pedro Marmol,,471,0,Software
1193,Pedro Marmol,,235,0,Software
1194,Juan Perez,,426,1,Configuration
1195,Juan Perez,,449,1,Layer 2
1196,Carlos Ruiz,,198,1,Layer 1
1197,Carlos Ruiz,,54,1,Layer 2
1198,Ana Silva,,32,1,Software
1199,Ana Silva,,245,1,Layer 1
1200,Juan Perez,,339,0,Software
1201,Juan Perez,,374,1,Configuration
1202,Maria Lopez,,184,0,Software
1203,Carlos Ruiz,,128,1,Software
1204,Carlos Ruiz,2026-01-22,403,0,Software
1205,Pedro Marmol,,262,1,Layer 2
1206,Ana Silva,,245,1,Software
1207,Ana Silva,2026-02-14,79,1,Layer 2
1208,Maria Lopez,,286,0,Layer 2
1209,Ana Silva,2026-02-11,126,1,Layer 2
1210,Luis Torres,,414,0,Configuration
1211,Carlos Ruiz,,257,0,Software
1212,Ana Silva,,257,1,Layer 1
1213,Maria Lopez,,318,1,Configuration
1214,Ana Silva,2026-01-18,389,0,Configuration
1215,Luis Torres,,412,1,Layer 1
1216,Luis Torres,,422,1,Layer 2
1217,Pedro Marmol,,300,1,Software
1218,Carlos Ruiz,,174,1,Layer 1
1219,Maria Lopez,,308,1,Layer 1
1220,Pedro Marmol,,351,1,Software
1221,Maria Lopez,,108,1,Layer 2
1222,Maria Lopez,,421,0,Layer 1
1223,Ana Silva,,235,1,Layer 2
1224,Maria Lopez,,53,0,Layer 1
1225,Maria Lopez,2026-01-19,245,0,Layer 1
1226,Ana Silva,,132,0,Layer 1
1227,Juan Perez,2026-02-03,357,0,Layer 2
1228,Pedro Marmol,,459,1,Layer 1
1229,Luis Torres,,245,1,Layer 2
1230,Carlos Ruiz,,244,0,Configuration
1231,Ana Silva,,245,1,Layer 1
1232,Pedro Marmol,,440,1,Layer 2
1233,Ana Silva,2026-01-29,348,1,Configuration
1234,Ana Silva,,340,0,Layer 1
1235,Ana Silva,,481,1,Software
1236,Luis Torres,,245,0,Configuration
1237,Luis Torres,,139,0,Layer 1
1238,Juan Perez,,245,1,Configuration
1239,Luis Torres,,71,0,Configuration
1240,Pedro Marmol,2026-01-28,293,0,Layer 1
1241,Luis Torres,,285,1,Software
1242,Luis Torres,,260,1,Configuration
1243,Carlos Ruiz,,92,1,Software
1244,Pedro Marmol,,459,1,Configuration
1245,Maria Lopez,,270,1,Configuration
1246,Juan Perez,,155,1,Configuration
1247,Maria Lopez,2026-02-03,376,1,Layer 1
1248,Juan Perez,,397,1,Configuration
1249,Juan Perez,2026-01-17,156,1,Software
1250,Luis Torres,,154,0,Layer 2
1251,Maria Lopez,,434,0,Software
1252,Juan Perez,2026-01-30,194,1,Configuration
1253,Juan Perez,,152,1,Layer 1
1254,Juan Perez,,86,1,Configuration
1255,Maria Lopez,,414,0,Layer 2
1256,Carlos Ruiz,2026-01-25,190,1,Configuration
1257,Carlos Ruiz,,395,1,Layer 1
1258,Maria Lopez,,151,1,Configuration
1259,Pedro Marmol,,140,1,Configuration
1260,Ana Silva,,236,1,Software
1261,Luis Torres,,53,1,Configuration
1262,Luis Torres,,182,1,Layer 2
1263,Luis Torres,2026-01-23,140,0,Layer 2
1264,Juan Perez,,441,1,Layer 2
1265,Carlos Ruiz,,255,1,Software
1266,Carlos Ruiz,,110,0,Software
1267,Carlos Ruiz,,434,0,Software
1268,Juan Perez,2026-01-30,183,1,Configuration
1269,Ana Silva,,245,0,Configuration
1270,Juan Perez,2026-02-08,96,0,Layer 2
1271,Maria Lopez,,245,1,Software
1272,Carlos Ruiz,,325,1,Software
1273,Maria Lopez,,175,0,Software
1274,Pedro Marmol,2026-01-28,377,0,Configuration
1275,Luis Torres,,211,1,Layer 1
1276,Carlos Ruiz,2026-02-10,245,0,Layer 2
1277,Ana Silva,,107,1,Configuration
1278,Ana Silva,2026-02-07,218,1,Configuration
1279,Carlos Ruiz,,45,1,Layer 1
1280,Carlos Ruiz,2026-02-15,310,1,Layer 1
1281,Luis Torres,2026-01-23,414,1,Layer 1
1282,Juan Perez,,328,1,Configuration
1283,Carlos Ruiz,,381,1,Layer 1
1284,Luis Torres,,464,1,Layer 2
1285,Pedro Marmol,,336,1,Software
1286,Carlos Ruiz,2026-01-30,93,1,Configuration
1287,Pedro Marmol,,56,1,Layer 1
1288,Carlos Ruiz,,437,1,Software
1289,Juan Perez,,245,1,Layer 2
1290,Ana Silva,2026-02-01,67,1,Layer 1
1291,Pedro Marmol,,245,1,Layer 2
1292,Ana Silva,,408,1,Software
1293,Ana Silva,,315,1,Layer 2
1294,Juan Perez,,167,1,Layer 1
1295,Ana Silva,2026-01-21,328,1,Software
1296,Maria Lopez,,245,1,Layer 2
1297,Luis Torres,,486,1,Layer 2
1298,Luis Torres,,221,0,Software
1299,Luis Torres,,192,0,Layer 2
1300,Maria Lopez,,211,0,Layer 2
1301,Maria Lopez,,284,0,Software
1302,Luis Torres,,453,0,Layer 1
1303,Luis Torres,2026-02-05,245,1,Layer 2
1304,Juan Perez,2026-02-16,153,1,Software
1305,Luis Torres,,163,1,Software
1306,Ana Silva,,305,1,Configuration
1307,Juan Perez,,394,0,Layer 2
1308,Ana Silva,,223,1,Layer 1
1309,Juan Perez,,118,0,Software
1310,Carlos Ruiz,2026-01-20,308,0,Layer 1
1311,Pedro Marmol,,331,1,Software
1312,Juan Perez,2026-02-15,24,0,Configuration
1313,Luis Torres,,151,1,Layer 1
1314,Luis Torres,,245,1,Software
1315,Juan Perez,,307,1,Layer 1
1316,Juan Perez,,396,1,Software
1317,Juan Perez,,245,1,Layer 1
1318,Maria Lopez,,17,1,Layer 1
1319,Ana Silva,,391,0,Layer 2
1320,Luis Torres,,223,1,Software
1321,Luis Torres,,245,1,Software
1322,Carlos Ruiz,,353,0,Layer 1
1323,Ana Silva,,305,1,Software
1324,Juan Perez,,253,1,Layer 1
1325,Maria Lopez,2026-02-04,245,1,Configuration
1326,Luis Torres,2026-01-29,189,0,Software
1327,Maria Lopez,,353,1,Layer 1
1328,Juan Perez,2026-02-03,425,1,Software
1329,Luis Torres,,300,0,Configuration
1330,Luis Torres,,273,1,Configuration
1331,Maria Lopez,,419,1,Layer 2
1332,Pedro Marmol,,472,1,Layer 2
1333,Maria Lopez,,285,0,Layer 1
1334,Pedro Marmol,,117,0,Layer 2
1335,Juan Perez,,457,1,Layer 1
1336,Luis Torres,,8,1,Layer 1
1337,Carlos Ruiz,,409,0,Software
1338,Luis Torres,,403,1,Configuration
1339,Carlos Ruiz,,484,0,Configuration
1340,Pedro Marmol,2026-01-29,118,0,Layer 1
1341,Maria Lopez,,465,1,Configuration
1342,Maria Lopez,,410,1,Software
1343,Luis Torres,,245,1,Configuration
1344,Juan Perez,2026-01-30,245,1,Software
1345,Luis Torres,,245,0,Software
1346,Maria Lopez,,301,1,Software
1347,Ana Silva,,25,0,Configuration
1348,Juan Perez,,221,0,Software
1349,Carlos Ruiz,,453,0,Software
1350,Luis Torres,,166,1,Layer 2
1351,Carlos Ruiz,,234,1,Layer 1
1352,Carlos Ruiz,2026-02-13,456,1,Layer 1
1353,Carlos Ruiz,,17,1,Configuration
1354,Maria Lopez,,338,0,Software
1355,Maria Lopez,,242,1,Layer 2
1356,Carlos Ruiz,,249,1,Layer 2
1357,Carlos Ruiz,,409,1,Layer 2
1358,Luis Torres,,9,1,Configuration
1359,Luis Torres,,228,1,Configuration
1360,Carlos Ruiz,,401,1,Layer 2
1361,Maria Lopez,,159,1,Layer 2
1362,Luis Torres,,32,1,Layer 1
1363,Ana Silva,,245,1,Software
1364,Carlos Ruiz,2026-02-01,421,0,Software
1365,Carlos Ruiz,2026-02-08,330,1,Layer 1
1366,Juan Perez,2026-01-25,245,1,Configuration
1367,Pedro Marmol,,341,0,Configuration
1368,Juan Perez,2026-01-25,245,1,Layer 2
1369,Pedro Marmol,,245,1,Software
1370,Maria Lopez,,432,1,Layer 1
1371,Pedro Marmol,,165,0,Layer 2
1372,Luis Torres,,36,1,Configuration
1373,Maria Lopez,,245,0,Configuration
1374,Ana Silva,,293,0,Configuration
1375,Maria Lopez,,389,1,Software
1376,Ana Silva,,83,0,Layer 2
1377,Carlos Ruiz,,155,1,Layer 1
1378,Pedro Marmol,,244,1,Software
1379,Juan Perez,,394,0,Layer 2
1380,Pedro Marmol,,78,0,Software
1381,Maria Lopez,,245,1,Layer 2
1382,Ana Silva,,338,1,Layer 2
1383,Luis Torres,,3,1,Configuration
1384,Pedro Marmol,,245,1,Configuration
1385,Maria Lopez,,54,0,Layer 2
1386,Pedro Marmol,,301,1,Configuration
1387,Maria Lopez,,199,1,Layer 2
1388,Ana Silva,,108,1,Configuration
1389,Pedro Marmol,,58,1,Layer 2
1390,Juan Perez,2026-01-20,325,1,Layer 1
1391,Maria Lopez,2026-02-04,474,1,Software
1392,Carlos Ruiz,,500,0,Configuration
1393,Carlos Ruiz,,245,1,Software
1394,Maria Lopez,,167,0,Layer 2
1395,Juan Perez,,412,1,Configuration
1396,Carlos Ruiz,,451,0,Layer 1
1397,Carlos Ruiz,2026-01-20,29,0,Configuration
1398,Maria Lopez,,174,1,Layer 1
1399,Juan Perez,,133,1,Layer 2
1400,Maria Lopez,2026-01-20,138,0,Configuration
1401,Luis Torres,2026-02-12,245,0,Configuration
1402,Luis Torres,2026-01-25,30,1,Configuration
1403,Pedro Marmol,,351,1,Software
1404,Juan Perez,,168,1,Layer 1
1405,Luis Torres,,431,1,Configuration
1406,Ana Silva,,304,0,Configuration
1407,Pedro Marmol,,81,0,Software
1408,Pedro Marmol,,10,1,Layer 2
1409,Carlos Ruiz,,245,0,Software
1410,Pedro Marmol,,455,0,Layer 2
1411,Ana Silva,,169,1,Layer 2
1412,Carlos Ruiz,2026-01-25,339,1,Software
1413,Maria Lopez,,303,0,Layer 1
1414,Luis Torres,,245,1,Configuration
1415,Pedro Marmol,,127,1,Layer 2
1416,Pedro Marmol,2026-02-12,115,1,Software
1417,Pedro Marmol,,79,1,Software
1418,Luis Torres,2026-01-20,272,1,Software
1419,Pedro Marmol,,245,1,Layer 2
1420,Maria Lopez,,470,1,Layer 2
1421,Carlos Ruiz,,245,0,Configuration
1422,Ana Silva,2026-02-12,144,1,Layer 1
1423,Ana Silva,,443,0,Configuration
1424,Juan Perez,2026-01-22,245,1,Layer 2
1425,Pedro Marmol,,188,1,Layer 1
1426,Juan Perez,2026-02-09,271,0,Layer 1
1427,Luis Torres,,418,1,Configuration
1428,Maria Lopez,,467,1,Configuration
1429,Juan Perez,2026-02-15,414,1,Software
1430,Ana Silva,,272,1,Layer 1
1431,Carlos Ruiz,,245,1,Layer 1
1432,Maria Lopez,2026-01-17,266,1,Layer 1
1433,Ana Silva,2026-02-10,47,0,Software
1434,Maria Lopez,2026-02-13,273,1,Software
1435,Maria Lopez,,430,0,Configuration
1436,Maria Lopez,,245,0,Configuration
1437,Maria Lopez,2026-01-19,491,0,Layer 2
1438,Juan Perez,,352,1,Configuration
1439,Luis Torres,,245,1,Configuration
1440,Carlos Ruiz,2026-01-27,43,1,Layer 1
1441,Pedro Marmol,,110,1,Layer 2
1442,Pedro Marmol,,423,0,Software
1443,Luis Torres,,87,1,Layer 1
1444,Maria Lopez,,38,1,Configuration
1445,Ana Silva,,74,0,Software
1446,Luis Torres,2026-01-27,245,0,Layer 1
1447,Pedro Marmol,,358,1,Software
1448,Pedro Marmol,,467,1,Layer 2
1449,Juan Perez,,213,1,Configuration
1450,Pedro Marmol,,154,0,Layer 2
1451,Carlos Ruiz,2026-01-18,412,0,Layer 1
1452,Maria Lopez,2026-02-07,466,1,Software
1453,Pedro Marmol,,5,0,Layer 1
1454,Carlos Ruiz,2026-02-13,8,1,Configuration
1455,Luis Torres,2026-02-06,245,0,Layer 1
1456,Luis Torres,2026-02-14,421,0,Software
1457,Luis Torres,,142,1,Software
1458,Pedro Marmol,,326,1,Software
1459,Maria Lopez,2026-01-17,108,1,Software
1460,Juan Perez,,289,0,Layer 2
1461,Carlos Ruiz,,248,0,Layer 1
1462,Carlos Ruiz,,245,0,Configuration
1463,Pedro Marmol,,88,1,Software
1464,Juan Perez,,363,0,Layer 2
1465,Luis Torres,,399,0,Layer 2
1466,Carlos Ruiz,,374,0,Software
1467,Ana Silva,2026-02-14,245,1,Layer 2
1468,Juan Perez,,111,0,Layer 2
1469,Pedro Marmol,,284,0,Layer 2
1470,Luis Torres,2026-02-02,476,1,Configuration
1471,Carlos Ruiz,,472,0,Layer 1
1472,Carlos Ruiz,,245,1,Layer 2
1473,Ana Silva,2026-01-24,245,1,Configuration
1474,Maria Lopez,,245,0,Configuration
1475,Ana Silva,,245,1,Layer 2
1476,Maria Lopez,,115,0,Software
1477,Juan Perez,,85,1,Software
1478,Carlos Ruiz,2026-01-19,337,0,Layer 1
1479,Maria Lopez,,381,1,Layer 2
1480,Ana Silva,,183,0,Layer 1
1481,Maria Lopez,,245,1,Software
1482,Ana Silva,2026-02-12,255,1,Layer 1
1483,Luis Torres,2026-02-06,245,1,Software
1484,Carlos Ruiz,2026-01-30,289,0,Layer 1
1485,Luis Torres,,222,0,Layer 1
1486,Carlos Ruiz,,301,0,Configuration
1487,Carlos Ruiz,,231,0,Software
1488,Ana Silva,,245,1,Layer 1
1489,Ana Silva,2026-02-15,293,1,Layer 2
1490,Maria Lopez,,245,1,Layer 2
1491,Maria Lopez,,426,1,Configuration
1492,Pedro Marmol,,245,1,Layer 2
1493,Maria Lopez,,212,1,Configuration
1494,Juan Perez,,142,0,Configuration
1495,Maria Lopez,2026-01-18,489,0,Layer 1
1496,Luis Torres,,73,1,Layer 2
1497,Luis Torres,,228,0,Layer 2
1498,Pedro Marmol,,297,1,Configuration
1499,Maria Lopez,,441,0,Software
1500,Luis Torres,,143,1,Layer 2
1501,Carlos Ruiz,,17,1,Layer 1
1502,Juan Perez,,83,0,Layer 2
1503,Maria Lopez,,155,0,Layer 1
1504,Maria Lopez,,245,0,Layer 2
1505,Juan Perez,,245,1,Software
1506,Carlos Ruiz,,110,0,Software
1507,Luis Torres,,479,0,Layer 1
1508,Carlos Ruiz,,68,0,Layer 1
1509,Juan Perez,,103,1,Layer 2
1510,Carlos Ruiz,,442,0,Configuration
1511,Carlos Ruiz,,305,1,Layer 1
1512,Ana Silva,,275,1,Layer 2
1513,Ana Silva,,280,1,Software
1514,Luis Torres,,3,0,Layer 2
1515,Maria Lopez,,108,1,Software
1516,Maria Lopez,,349,0,Software
1517,Juan Perez,2026-01-30,38,1,Layer 1
1518,Carlos Ruiz,2026-01-26,211,1,Configuration
1519,Maria Lopez,,356,1,Layer 1
1520,Luis Torres,,167,0,Layer 1
1521,Pedro Marmol,,83,1,Layer 2
1522,Maria Lopez,2026-01-22,245,1,Configuration
1523,Carlos Ruiz,,460,0,Layer 2
1524,Luis Torres,,361,1,Configuration
1525,Ana Silva,,123,0,Configuration
1526,Carlos Ruiz,,23,0,Layer 1
1527,Carlos Ruiz,,242,0,Software
1528,Ana Silva,,224,1,Software
1529,Ana Silva,2026-02-11,240,1,Layer 1
1530,Luis Torres,2026-01-23,368,1,Layer 2
1531,Ana Silva,,96,1,Software
1532,Ana Silva,2026-01-17,415,1,Configuration
1533,Ana Silva,,245,1,Layer 1
1534,Carlos Ruiz,,27,0,Configuration
1535,Luis Torres,2026-01-30,192,0,Layer 2
1536,Maria Lopez,,477,1,Configuration
1537,Maria Lopez,,245,1,Layer 1
1538,Pedro Marmol,,7,0,Configuration
1539,Maria Lopez,,320,0,Layer 2
1540,Juan Perez,,162,1,Software
1541,Carlos Ruiz,2026-02-05,135,0,Layer 2
1542,Ana Silva,2026-01-27,466,0,Software
1543,Luis Torres,2026-02-01,330,0,Configuration
1544,Maria Lopez,,267,0,Software
1545,Pedro Marmol,,137,0,Software
1546,Pedro Marmol,2026-01-25,245,0,Configuration
1547,Carlos Ruiz,,97,0,Layer 1
1548,Juan Perez,,245,0,Layer 1
1549,Pedro Marmol,,203,1,Configuration
1550,Luis Torres,,245,1,Layer 1
1551,Ana Silva,,486,1,Software
1552,Maria Lopez,,301,0,Layer 2
1553,Luis Torres,,316,1,Layer 1
1554,Juan Perez,,362,0,Configuration
1555,Carlos Ruiz,,32,1,Software
1556,Ana Silva,,64,0,Configuration
1557,Ana Silva,,304,1,Software
1558,Luis Torres,,207,0,Layer 1
1559,Carlos Ruiz,,296,0,Configuration
1560,Pedro Marmol,2026-01-26,381,0,Configuration
1561,Juan Perez,,268,1,Software
1562,Pedro Marmol,,475,1,Software
1563,Pedro Marmol,,448,0,Layer 1
1564,Pedro Marmol,,324,1,Layer 1
1565,Carlos Ruiz,,285,1,Layer 1
1566,Luis Torres,,187,0,Layer 1
1567,Ana Silva,2026-01-28,64,1,Configuration
1568,Ana Silva,,30,0,Configuration
1569,Pedro Marmol,,260,0,Layer 2
1570,Juan Perez,2026-01-24,123,1,Layer 1
1571,Luis Torres,,245,1,Software
1572,Luis Torres,,224,1,Software
1573,Juan Perez,2026-02-12,245,0,Software
1574,Luis Torres,,245,1,Layer 2
1575,Juan Perez,,390,1,Configuration
1576,Luis Torres,2026-01-20,63,0,Layer 2
1577,Maria Lopez,,235,1,Configuration
1578,Maria Lopez,,245,0,Layer 1
1579,Juan Perez,,218,1,Layer 1
1580,Luis Torres,2026-01-18,386,0,Layer 1
1581,Ana Silva,2026-01-17,245,0,Configuration
1582,Pedro Marmol,,46,1,Configuration
1583,Ana Silva,2026-01-29,245,0,Configuration
1584,Ana Silva,,311,0,Software
1585,Ana Silva,,245,0,Layer 2
1586,Maria Lopez,,245,1,Software
1587,Maria Lopez,,123,0,Configuration
1588,Carlos Ruiz,,84,0,Layer 1
1589,Juan Perez,,243,1,Software
1590,Juan Perez,2026-02-07,448,1,Software
1591,Ana Silva,,50,1,Software
1592,Luis Torres,2026-02-12,245,0,Layer 2
1593,Ana Silva,,117,0,Software
1594,Ana Silva,,86,1,Layer 2
1595,Maria Lopez,,361,1,Layer 2
1596,Pedro Marmol,2026-01-22,438,0,Layer 2
1597,Maria Lopez,,41,1,Layer 2
1598,Carlos Ruiz,,24,1,Software
1599,Juan Perez,,361,0,Software
1600,Maria Lopez,2026-01-20,163,0,Layer 2
1601,Juan Perez,2026-02-01,172,1,Layer 2
1602,Pedro Marmol,,142,1,Layer 2
1603,Juan Perez,,353,1,Configuration
1604,Maria Lopez,,347,0,Configuration
1605,Ana Silva,,150,0,Layer 2
1606,Juan Perez,,245,1,Configuration
1607,Juan Perez,,411,1,Layer 2
1608,Pedro Marmol,2026-02-12,145,0,Software
1609,Maria Lopez,,265,0,Layer 2
1610,Luis Torres,2026-01-24,245,1,Software
1611,Juan Perez,2026-01-21,213,0,Layer 2
1612,Luis Torres,,245,1,Layer 1
1613,Luis Torres,,220,1,Layer 2
1614,Juan Perez,2026-01-23,140,1,Layer 2
1615,Pedro Marmol,,245,1,Layer 2
1616,Luis Torres,,80,0,Configuration
1617,Carlos Ruiz,,240,0,Layer 1
1618,Pedro Marmol,,45,0,Layer 1
1619,Maria Lopez,,237,1,Layer 2
1620,Carlos Ruiz,,273,1,Software
1621,Luis Torres,,41,1,Configuration
1622,Luis Torres,,108,1,Layer 1
1623,Luis Torres,2026-01-19,294,1,Layer 2
