ticket_id,customer_name,opening_date,latency_ms,is_resolved,issue_category
1063,MARIA LOPEZ,2026/01/24,234,N,Configuration
1064,juan perez,2026-01-25,444,y,Layer 1
1065,luis torres,27/01/2026,474,Yes,Software
1066,MARIA LOPEZ,2026-02-01,-40,0,Software
1067,Pedro Marmol,28/01/2026,235,Yes,Layer 1
1068,juan perez,2026-02-15,333,0,Layer 1
1069,Pedro Marmol,09/02/2026,-11,0,Configuration
1070,MARIA LOPEZ,30/01/2026,164,S,Configuration
1071,luis torres,2026/01/25,300,N,Layer 2
1072,Pedro Marmol,2026/01/25,47,Yes,Software
1073,Pedro Marmol,02-09-26,70,0,Configuration
1074,juan perez,2026-02-10,274,y,Layer 1
1075,juan perez,01-24-26,251,S,Configuration
1076,Ana Silva,2026-01-21,32,Yes,Software
1077,juan perez,2026/02/13,-30,Yes,Layer 2
1078,juan perez,29/01/2026,42,Yes,Layer 1
1079,Pedro Marmol,03/02/2026,29,N,Configuration
1080,Pedro Marmol,2026-02-06,319,1,Layer 2
1081,MARIA LOPEZ,12/02/2026,238,0,Configuration
1082,Pedro Marmol,01-23-26,430,y,Layer 2
1083,luis torres,11/02/2026,-39,N,Layer 2
1084,juan perez,2026/02/03,304,0,Layer 2
1085,Pedro Marmol,20/01/2026,282,No,Layer 2
1086,Pedro Marmol,13/02/2026,-18,1,Software
1087,MARIA LOPEZ,2026-02-11,226,S,Layer 2
1088,Ana Silva,12/02/2026,147,No,Layer 2
1089,juan perez,2026/01/31,317,S,Software
1090,  carlos ruiz,14/02/2026,355,0,Layer 2
1091,Ana Silva,2026/02/11,147,0,Layer 2
1092,Ana Silva,02-04-26,105,Yes,Layer 1
1093,juan perez,03/02/2026,60,N,Configuration
1094,juan perez,02-09-26,-28,y,Layer 2
1095,juan perez,2026/02/02,42,1,Configuration
1096,MARIA LOPEZ,2026-02-14,-23,0,Layer 1
1097,Pedro Marmol,01-27-26,299,S,Layer 1
1098,MARIA LOPEZ,02-13-26,414,S,Layer 1
1099,luis torres,2026-02-07,140,N,Configuration
1100,  carlos ruiz,2026-02-05,-55,Yes,Layer 2
1101,juan perez,02-14-26,-52,S,Layer 2
1102,MARIA LOPEZ,07/02/2026,-52,y,Configuration
1103,luis torres,2026/02/10,347,No,Software
1104,Pedro Marmol,25/01/2026,112,0,Layer 2
1105,  carlos ruiz,01-21-26,-66,y,Layer 1
1106,luis torres,22/01/2026,-96,Yes,Software
1107,luis torres,13/02/2026,-70,y,Software
1108,juan perez,2026/01/19,335,No,Layer 2
1109,Ana Silva,08/02/2026,119,No,Software
1110,Ana Silva,01-20-26,306,N,Layer 1
1111,Pedro Marmol,02-12-26,240,N,Layer 2
1112,  carlos ruiz,01-25-26,240,y,Layer 2
1113,juan perez,02-14-26,-16,0,Software
1114,Pedro Marmol,2026/01/21,-36,0,Software
1115,MARIA LOPEZ,2026-01-31,403,No,Layer 2
1116,Pedro Marmol,08/02/2026,425,No,Software
1117,juan perez,02-15-26,-32,1,Software
1118,luis torres,2026/01/24,310,No,Software
1119,Ana Silva,2026-01-23,336,N,Software
1120,Pedro Marmol,02-12-26,4,y,Layer 1
1121,  carlos ruiz,08/02/2026,-11,No,Layer 1
1122,juan perez,2026-01-18,-72,1,Layer 1
1123,Pedro Marmol,2026/02/04,93,No,Layer 1
1124,MARIA LOPEZ,15/02/2026,-38,Yes,Software
1125,luis torres,2026-01-18,18,0,Layer 2
1126,Ana Silva,09/02/2026,500,N,Configuration
1127,luis torres,2026/01/31,31,No,Layer 2
1128,  carlos ruiz,24/01/2026,458,No,Layer 1
1129,Pedro Marmol,01/02/2026,319,0,Software
1130,Ana Silva,23/01/2026,-67,y,Configuration
1131,luis torres,2026/01/24,53,y,Configuration
1132,Pedro Marmol,2026-01-18,48,N,Configuration
1133,Ana Silva,15/02/2026,288,Yes,Configuration
1134,juan perez,23/01/2026,215,y,Software
1135,Pedro Marmol,31/01/2026,472,No,Layer 1
1136,Ana Silva,2026-01-30,170,1,Configuration
1137,luis torres,2026-01-18,274,0,Layer 1
1138,MARIA LOPEZ,2026-01-24,112,1,Configuration
1139,Ana Silva,26/01/2026,337,y,Layer 2
1140,MARIA LOPEZ,2026-02-09,278,S,Layer 2
1141,luis torres,01/02/2026,354,No,Configuration
1142,luis torres,2026/01/30,255,No,Layer 1
1143,  carlos ruiz,23/01/2026,59,1,Layer 1
1144,luis torres,2026/02/05,-58,No,Configuration
1145,luis torres,2026-02-10,481,1,Software
1146,luis torres,2026/02/13,250,0,Software
1147,luis torres,2026-01-19,437,N,Configuration
1148,  carlos ruiz,01/02/2026,184,S,Configuration
1149,luis torres,02-02-26,361,0,Software
1150,  carlos ruiz,2026/02/13,489,1,Configuration
1151,Pedro Marmol,2026/02/08,217,0,Layer 1
1152,Pedro Marmol,15/02/2026,253,1,Configuration
1153,  carlos ruiz,01/02/2026,121,1,Configuration
1154,luis torres,2026-01-17,246,N,Layer 2
1155,  carlos ruiz,21/01/2026,461,N,Layer 2
1156,luis torres,02-05-26,344,y,Software
1157,MARIA LOPEZ,2026/02/10,13,N,Configuration
1158,juan perez,2026/01/30,484,y,Configuration
1159,juan perez,2026/02/03,293,S,Configuration
1160,  carlos ruiz,2026-01-26,-54,S,Layer 2
1161,luis torres,2026-02-01,364,1,Configuration
1162,juan perez,02-16-26,273,No,Software
1163,Pedro Marmol,09/02/2026,94,S,Layer 1
1164,luis torres,23/01/2026,163,y,Layer 2
1165,luis torres,12/02/2026,415,No,Layer 1
1166,juan perez,2026/01/21,463,y,Configuration
1167,MARIA LOPEZ,01-29-26,286,S,Layer 1
1168,Ana Silva,01-29-26,192,y,Layer 1
1169,Pedro Marmol,02-12-26,419,1,Configuration
1170,luis torres,2026-02-03,-11,N,Layer 1
1171,juan perez,2026-02-01,49,N,Software
1172,Pedro Marmol,2026-01-25,253,y,Layer 1
1173,Ana Silva,2026/02/05,141,y,Layer 2
1174,Ana Silva,02-15-26,28,Yes,Layer 1
1175,  carlos ruiz,02-10-26,296,0,Configuration
1176,juan perez,02-08-26,173,S,Layer 2
1177,juan perez,02-16-26,488,0,Software
1178,MARIA LOPEZ,2026-01-31,199,No,Configuration
1179,Pedro Marmol,29/01/2026,-16,y,Software
1180,Ana Silva,02-04-26,-89,1,Configuration
1181,MARIA LOPEZ,2026/01/25,-72,Yes,Configuration
1182,Ana Silva,2026-02-11,251,1,Layer 2
1183,MARIA LOPEZ,2026-02-14,-18,y,Software
1184,Ana Silva,2026/02/13,433,No,Layer 1
1185,luis torres,2026/02/10,400,N,Configuration
1186,MARIA LOPEZ,01-24-26,-7,S,Software
1187,juan perez,25/01/2026,266,No,Layer 1
1188,Pedro Marmol,2026-02-06,29,y,Configuration
1189,  carlos ruiz,10/02/2026,212,No,Configuration
1190,  carlos ruiz,05/02/2026,332,0,Layer 1
1191,luis torres,29/01/2026,-100,N,Layer 2
1192,Pedro Marmol,2026-01-22,471,No,Software
1193,Pedro Marmol,02-15-26,235,0,Software
1194,juan perez,02-16-26,426,Yes,Configuration
1195,juan perez,04/02/2026,449,S,Layer 2
1196,  carlos ruiz,01-23-26,198,1,Layer 1
1197,  carlos ruiz,02-16-26,54,S,Layer 2
1198,Ana Silva,2026-02-05,32,y,Software
1199,Ana Silva,01-25-26,-58,y,Layer 1
1200,juan perez,02-14-26,339,No,Software
1201,juan perez,01-26-26,374,y,Configuration
1202,MARIA LOPEZ,2026-02-04,184,0,Software
1203,  carlos ruiz,26/01/2026,128,S,Software
1204,  carlos ruiz,2026/01/22,403,No,Software
1205,Pedro Marmol,02-09-26,262,Yes,Layer 2
1206,Ana Silva,05/02/2026,-79,S,Software
1207,Ana Silva,2026/02/14,79,1,Layer 2
1208,MARIA LOPEZ,2026-02-02,286,No,Layer 2
1209,Ana Silva,2026/02/11,126,1,Layer 2
1210,luis torres,01/02/2026,414,N,Configuration
1211,  carlos ruiz,30/01/2026,257,N,Software
1212,Ana Silva,2026-01-24,257,1,Layer 1
1213,MARIA LOPEZ,06/02/2026,318,Yes,Configuration
1214,Ana Silva,2026/01/18,389,N,Configuration
1215,luis torres,2026-01-29,412,Yes,Layer 1
1216,luis torres,02-06-26,422,1,Layer 2
1217,Pedro Marmol,02-12-26,300,S,Software
1218,  carlos ruiz,2026-01-31,174,1,Layer 1
1219,MARIA LOPEZ,10/02/2026,308,S,Layer 1
1220,Pedro Marmol,2026-01-18,351,y,Software
1221,MARIA LOPEZ,18/01/2026,108,S,Layer 2
1222,MARIA LOPEZ,02-13-26,421,0,Layer 1
1223,Ana Silva,01-18-26,235,y,Layer 2
1224,MARIA LOPEZ,02-16-26,53,N,Layer 1
1225,MARIA LOPEZ,2026/01/19,-11,0,Layer 1
1226,Ana Silva,2026-02-14,132,No,Layer 1
1227,juan perez,2026/02/03,357,No,Layer 2
1228,Pedro Marmol,04/02/2026,459,1,Layer 1
1229,luis torres,01-29-26,-19,1,Layer 2
1230,  carlos ruiz,11/02/2026,244,No,Configuration
1231,Ana Silva,02-10-26,-32,1,Layer 1
1232,Pedro Marmol,2026-01-27,440,Yes,Layer 2
1233,Ana Silva,2026/01/29,348,y,Configuration
1234,Ana Silva,02-04-26,340,No,Layer 1
1235,Ana Silva,02-13-26,481,Yes,Software
1236,luis torres,15/02/2026,-63,No,Configuration
1237,luis torres,02-02-26,139,N,Layer 1
1238,juan perez,2026-01-29,-5,Yes,Configuration
1239,luis torres,2026-01-27,71,0,Configuration
1240,Pedro Marmol,2026/01/28,293,0,Layer 1
1241,luis torres,27/01/2026,285,y,Software
1242,luis torres,02-14-26,260,Yes,Configuration
1243,  carlos ruiz,02-14-26,92,S,Software
1244,Pedro Marmol,23/01/2026,459,y,Configuration
1245,MARIA LOPEZ,11/02/2026,270,S,Configuration
1246,juan perez,2026-01-26,155,y,Configuration
1247,MARIA LOPEZ,2026/02/03,376,Yes,Layer 1
1248,juan perez,09/02/2026,397,y,Configuration
1249,juan perez,2026/01/17,156,1,Software
1250,luis torres,02-01-26,154,0,Layer 2
1251,MARIA LOPEZ,2026-01-26,434,N,Software
1252,juan perez,2026/01/30,194,y,Configuration
1253,juan perez,2026-02-11,152,1,Layer 1
1254,juan perez,12/02/2026,86,Yes,Configuration
1255,MARIA LOPEZ,01-26-26,414,N,Layer 2
1256,  carlos ruiz,2026/01/25,190,S,Configuration
1257,  carlos ruiz,23/01/2026,395,S,Layer 1
1258,MARIA LOPEZ,18/01/2026,151,1,Configuration
1259,Pedro Marmol,2026-02-15,140,y,Configuration
1260,Ana Silva,2026-02-04,236,y,Software
1261,luis torres,2026-02-13,53,S,Configuration
1262,luis torres,2026-01-29,182,y,Layer 2
1263,luis torres,2026/01/23,140,N,Layer 2
1264,juan perez,2026-01-20,441,Yes,Layer 2
1265,  carlos ruiz,09/02/2026,255,Yes,Software
1266,  carlos ruiz,2026-02-10,110,No,Software
1267,  carlos ruiz,01-27-26,434,N,Software
1268,juan perez,2026/01/30,183,y,Configuration
1269,Ana Silva,11/02/2026,-32,No,Configuration
1270,juan perez,2026/02/08,96,0,Layer 2
1271,MARIA LOPEZ,02/02/2026,-100,1,Software
1272,  carlos ruiz,02-05-26,325,y,Software
1273,MARIA LOPEZ,01-27-26,175,N,Software
1274,Pedro Marmol,2026/01/28,377,0,Configuration
1275,luis torres,01-19-26,211,y,Layer 1
1276,  carlos ruiz,2026/02/10,-30,0,Layer 2
1277,Ana Silva,16/02/2026,107,S,Configuration
1278,Ana Silva,2026/02/07,218,y,Configuration
1279,  carlos ruiz,01-20-26,45,S,Layer 1
1280,  carlos ruiz,2026/02/15,310,1,Layer 1
1281,luis torres,2026/01/23,414,S,Layer 1
1282,juan perez,01-29-26,328,S,Configuration
1283,  carlos ruiz,2026-02-08,381,S,Layer 1
1284,luis torres,2026-02-07,464,y,Layer 2
1285,Pedro Marmol,02-03-26,336,y,Software
1286,  carlos ruiz,2026/01/30,93,S,Configuration
1287,Pedro Marmol,01-27-26,56,S,Layer 1
1288,  carlos ruiz,02-09-26,437,y,Software
1289,juan perez,2026-02-10,-27,Yes,Layer 2
1290,Ana Silva,2026/02/01,67,Yes,Layer 1
1291,Pedro Marmol,01-24-26,-67,Yes,Layer 2
1292,Ana Silva,18/01/2026,408,Yes,Software
1293,Ana Silva,01-23-26,315,y,Layer 2
1294,juan perez,01-29-26,167,Yes,Layer 1
1295,Ana Silva,2026/01/21,328,Yes,Software
1296,MARIA LOPEZ,09/02/2026,-75,y,Layer 2
1297,luis torres,01-29-26,486,y,Layer 2
1298,luis torres,2026-02-12,221,No,Software
1299,luis torres,01-24-26,192,N,Layer 2
1300,MARIA LOPEZ,14/02/2026,211,N,Layer 2
1301,MARIA LOPEZ,02-16-26,284,No,Software
1302,luis torres,2026-01-30,453,0,Layer 1
1303,luis torres,2026/02/05,-100,y,Layer 2
1304,juan perez,2026/02/16,153,S,Software
1305,luis torres,01-30-26,163,S,Software
1306,Ana Silva,2026-01-31,305,Yes,Configuration
1307,juan perez,01-26-26,394,0,Layer 2
1308,Ana Silva,01-30-26,223,S,Layer 1
1309,juan perez,01-24-26,118,No,Software
1310,  carlos ruiz,2026/01/20,308,0,Layer 1
1311,Pedro Marmol,2026-02-14,331,1,Software
1312,juan perez,2026/02/15,24,No,Configuration
1313,luis torres,02-16-26,151,1,Layer 1
1314,luis torres,02-10-26,-82,S,Software
1315,juan perez,31/01/2026,307,1,Layer 1
1316,juan perez,2026-02-08,396,S,Software
1317,juan perez,01-31-26,-66,y,Layer 1
1318,MARIA LOPEZ,2026-02-06,17,S,Layer 1
1319,Ana Silva,02-11-26,391,0,Layer 2
1320,luis torres,19/01/2026,223,y,Software
1321,luis torres,01-28-26,-67,S,Software
1322,  carlos ruiz,08/02/2026,353,N,Layer 1
1323,Ana Silva,08/02/2026,305,1,Software
1324,juan perez,10/02/2026,253,y,Layer 1
1325,MARIA LOPEZ,2026/02/04,-23,1,Configuration
1326,luis torres,2026/01/29,189,0,Software
1327,MARIA LOPEZ,01-27-26,353,1,Layer 1
1328,juan perez,2026/02/03,425,Yes,Software
1329,luis torres,2026-01-29,300,0,Configuration
1330,luis torres,02-16-26,273,S,Configuration
1331,MARIA LOPEZ,02-06-26,419,S,Layer 2
1332,Pedro Marmol,2026-01-18,472,y,Layer 2
1333,MARIA LOPEZ,02-11-26,285,N,Layer 1
1334,Pedro Marmol,2026-02-02,117,No,Layer 2
1335,juan perez,08/02/2026,457,1,Layer 1
1336,luis torres,23/01/2026,8,y,Layer 1
1337,  carlos ruiz,28/01/2026,409,N,Software
1338,luis torres,04/02/2026,403,y,Configuration
1339,  carlos ruiz,2026-02-16,484,No,Configuration
1340,Pedro Marmol,2026/01/29,118,0,Layer 1
1341,MARIA LOPEZ,2026-01-23,465,y,Configuration
1342,MARIA LOPEZ,22/01/2026,410,S,Software
1343,luis torres,02-14-26,-93,Yes,Configuration
1344,juan perez,2026/01/30,-93,y,Software
1345,luis torres,01-17-26,-27,No,Software
1346,MARIA LOPEZ,28/01/2026,301,S,Software
1347,Ana Silva,2026-02-02,25,N,Configuration
1348,juan perez,2026-01-24,221,0,Software
1349,  carlos ruiz,04/02/2026,453,N,Software
1350,luis torres,2026-02-09,166,y,Layer 2
1351,  carlos ruiz,2026-01-26,234,S,Layer 1
1352,  carlos ruiz,2026/02/13,456,S,Layer 1
1353,  carlos ruiz,01/02/2026,17,Yes,Configuration
1354,MARIA LOPEZ,28/01/2026,338,No,Software
1355,MARIA LOPEZ,25/01/2026,242,S,Layer 2
1356,  carlos ruiz,01-25-26,249,1,Layer 2
1357,  carlos ruiz,2026-02-01,409,Yes,Layer 2
1358,luis torres,01-27-26,9,1,Configuration
1359,luis torres,02-07-26,228,1,Configuration
1360,  carlos ruiz,2026-01-22,401,y,Layer 2
1361,MARIA LOPEZ,17/01/2026,159,Yes,Layer 2
1362,luis torres,27/01/2026,32,1,Layer 1
1363,Ana Silva,01-23-26,-68,S,Software
1364,  carlos ruiz,2026/02/01,421,0,Software
1365,  carlos ruiz,2026/02/08,330,S,Layer 1
1366,juan perez,2026/01/25,-41,Yes,Configuration
1367,Pedro Marmol,01-23-26,341,0,Configuration
1368,juan perez,2026/01/25,-24,1,Layer 2
1369,Pedro Marmol,2026-02-02,-59,1,Software
1370,MARIA LOPEZ,06/02/2026,432,S,Layer 1
1371,Pedro Marmol,2026-02-08,165,N,Layer 2
1372,luis torres,01-22-26,36,Yes,Configuration
1373,MARIA LOPEZ,13/02/2026,-98,No,Configuration
1374,Ana Silva,2026-01-31,293,No,Configuration
1375,MARIA LOPEZ,02-14-26,389,y,Software
1376,Ana Silva,01-25-26,83,No,Layer 2
1377,  carlos ruiz,2026-01-26,155,1,Layer 1
1378,Pedro Marmol,01-27-26,244,S,Software
1379,juan perez,05/02/2026,394,0,Layer 2
1380,Pedro Marmol,16/02/2026,78,No,Software
1381,MARIA LOPEZ,2026-02-16,-43,1,Layer 2
1382,Ana Silva,18/01/2026,338,Yes,Layer 2
1383,luis torres,04/02/2026,3,S,Configuration
1384,Pedro Marmol,26/01/2026,-59,1,Configuration
1385,MARIA LOPEZ,2026-02-08,54,No,Layer 2
1386,Pedro Marmol,04/02/2026,301,1,Configuration
1387,MARIA LOPEZ,2026-02-05,199,S,Layer 2
1388,Ana Silva,26/01/2026,108,1,Configuration
1389,Pedro Marmol,01-26-26,58,Yes,Layer 2
1390,juan perez,2026/01/20,325,1,Layer 1
1391,MARIA LOPEZ,2026/02/04,474,1,Software
1392,  carlos ruiz,11/02/2026,500,0,Configuration
1393,  carlos ruiz,02/02/2026,-64,Yes,Software
1394,MARIA LOPEZ,02-03-26,167,No,Layer 2
1395,juan perez,2026-02-09,412,1,Configuration
1396,  carlos ruiz,2026-02-13,451,0,Layer 1
1397,  carlos ruiz,2026/01/20,29,N,Configuration
1398,MARIA LOPEZ,01-30-26,174,y,Layer 1
1399,juan perez,09/02/2026,133,1,Layer 2
1400,MARIA LOPEZ,2026/01/20,138,N,Configuration
1401,luis torres,2026/02/12,-49,No,Configuration
1402,luis torres,2026/01/25,30,y,Configuration
1403,Pedro Marmol,02-10-26,351,1,Software
1404,juan perez,2026-01-30,168,Yes,Layer 1
1405,luis torres,29/01/2026,431,1,Configuration
1406,Ana Silva,01-26-26,304,No,Configuration
1407,Pedro Marmol,02-04-26,81,No,Software
1408,Pedro Marmol,01-28-26,10,1,Layer 2
1409,  carlos ruiz,2026-02-07,-14,N,Software
1410,Pedro Marmol,01-26-26,455,N,Layer 2
1411,Ana Silva,02-14-26,169,S,Layer 2
1412,  carlos ruiz,2026/01/25,339,Yes,Software
1413,MARIA LOPEZ,05/02/2026,303,No,Layer 1
1414,luis torres,01-30-26,-38,y,Configuration
1415,Pedro Marmol,2026-02-14,127,S,Layer 2
1416,Pedro Marmol,2026/02/12,115,S,Software
1417,Pedro Marmol,01-22-26,79,Yes,Software
1418,luis torres,2026/01/20,272,1,Software
1419,Pedro Marmol,01-27-26,-96,Yes,Layer 2
1420,MARIA LOPEZ,03/02/2026,470,y,Layer 2
1421,  carlos ruiz,08/02/2026,-91,0,Configuration
1422,Ana Silva,2026/02/12,144,Yes,Layer 1
1423,Ana Silva,09/02/2026,443,N,Configuration
1424,juan perez,2026/01/22,-48,y,Layer 2
1425,Pedro Marmol,01-26-26,188,Yes,Layer 1
1426,juan perez,2026/02/09,271,No,Layer 1
1427,luis torres,2026-01-28,418,S,Configuration
1428,MARIA LOPEZ,2026-02-02,467,1,Configuration
1429,juan perez,2026/02/15,414,y,Software
1430,Ana Silva,2026-02-14,272,1,Layer 1
1431,  carlos ruiz,10/02/2026,-63,Yes,Layer 1
1432,MARIA LOPEZ,2026/01/17,266,Yes,Layer 1
1433,Ana Silva,2026/02/10,47,0,Software
1434,MARIA LOPEZ,2026/02/13,273,1,Software
1435,MARIA LOPEZ,30/01/2026,430,0,Configuration
1436,MARIA LOPEZ,01-25-26,-26,N,Configuration
1437,MARIA LOPEZ,2026/01/19,491,0,Layer 2
1438,juan perez,2026-01-30,352,Yes,Configuration
1439,luis torres,02-08-26,-93,1,Configuration
1440,  carlos ruiz,2026/01/27,43,1,Layer 1
1441,Pedro Marmol,2026-01-26,110,y,Layer 2
1442,Pedro Marmol,01-18-26,423,No,Software
1443,luis torres,2026-02-10,87,y,Layer 1
1444,MARIA LOPEZ,01-20-26,38,y,Configuration
1445,Ana Silva,01-28-26,74,No,Software
1446,luis torres,2026/01/27,-76,No,Layer 1
1447,Pedro Marmol,01-17-26,358,y,Software
1448,Pedro Marmol,01-17-26,467,y,Layer 2
1449,juan perez,2026-01-20,213,S,Configuration
1450,Pedro Marmol,2026-02-12,154,N,Layer 2
1451,  carlos ruiz,2026/01/18,412,0,Layer 1
1452,MARIA LOPEZ,2026/02/07,466,1,Software
1453,Pedro Marmol,01-21-26,5,No,Layer 1
1454,  carlos ruiz,2026/02/13,8,1,Configuration
1455,luis torres,2026/02/06,-22,0,Layer 1
1456,luis torres,2026/02/14,421,No,Software
1457,luis torres,2026-02-01,142,1,Software
1458,Pedro Marmol,15/02/2026,326,S,Software
1459,MARIA LOPEZ,2026/01/17,108,y,Software
1460,juan perez,12/02/2026,289,No,Layer 2
1461,  carlos ruiz,01-24-26,248,N,Layer 1
1462,  carlos ruiz,01-22-26,-75,N,Configuration
1463,Pedro Marmol,01-28-26,88,y,Software
1464,juan perez,2026-02-06,363,N,Layer 2
1465,luis torres,19/01/2026,399,0,Layer 2
1466,  carlos ruiz,13/02/2026,374,0,Software
1467,Ana Silva,2026/02/14,-100,y,Layer 2
1468,juan perez,29/01/2026,111,N,Layer 2
1469,Pedro Marmol,02-05-26,284,N,Layer 2
1470,luis torres,2026/02/02,476,S,Configuration
1471,  carlos ruiz,2026-01-29,472,No,Layer 1
1472,  carlos ruiz,02-11-26,-59,S,Layer 2
1473,Ana Silva,2026/01/24,-80,S,Configuration
1474,MARIA LOPEZ,01-28-26,-77,0,Configuration
1475,Ana Silva,01-20-26,-69,S,Layer 2
1476,MARIA LOPEZ,2026-02-03,115,No,Software
1477,juan perez,15/02/2026,85,y,Software
1478,  carlos ruiz,2026/01/19,337,0,Layer 1
1479,MARIA LOPEZ,01-31-26,381,Yes,Layer 2
1480,Ana Silva,2026-02-05,183,No,Layer 1
1481,MARIA LOPEZ,01-30-26,-52,1,Software
1482,Ana Silva,2026/02/12,255,S,Layer 1
1483,luis torres,2026/02/06,-41,S,Software
1484,  carlos ruiz,2026/01/30,289,0,Layer 1
1485,luis torres,01-18-26,222,0,Layer 1
1486,  carlos ruiz,01-27-26,301,0,Configuration
1487,  carlos ruiz,2026-01-22,231,0,Software
1488,Ana Silva,2026-02-01,-30,Yes,Layer 1
1489,Ana Silva,2026/02/15,293,Yes,Layer 2
1490,MARIA LOPEZ,2026-01-20,-86,Yes,Layer 2
1491,MARIA LOPEZ,2026-01-24,426,S,Configuration
1492,Pedro Marmol,2026-01-22,-55,1,Layer 2
1493,MARIA LOPEZ,21/01/2026,212,Yes,Configuration
1494,juan perez,01-27-26,142,N,Configuration
1495,MARIA LOPEZ,2026/01/18,489,0,Layer 1
1496,luis torres,2026-02-04,73,Yes,Layer 2
1497,luis torres,23/01/2026,228,No,Layer 2
1498,Pedro Marmol,2026-02-16,297,1,Configuration
1499,MARIA LOPEZ,2026-02-03,441,No,Software
1500,luis torres,2026-02-03,143,S,Layer 2
1501,  carlos ruiz,07/02/2026,17,S,Layer 1
1502,juan perez,11/02/2026,83,N,Layer 2
1503,MARIA LOPEZ,2026-02-05,155,No,Layer 1
1504,MARIA LOPEZ,03/02/2026,-96,N,Layer 2
1505,juan perez,02-13-26,-25,1,Software
1506,  carlos ruiz,02-03-26,110,0,Software
1507,luis torres,02-02-26,479,No,Layer 1
1508,  carlos ruiz,2026-02-06,68,No,Layer 1
1509,juan perez,2026-02-03,103,Yes,Layer 2
1510,  carlos ruiz,02-05-26,442,0,Configuration
1511,  carlos ruiz,02/02/2026,305,Yes,Layer 1
1512,Ana Silva,02-13-26,275,1,Layer 2
1513,Ana Silva,01-19-26,280,S,Software
1514,luis torres,02-05-26,3,0,Layer 2
1515,MARIA LOPEZ,02-03-26,108,1,Software
1516,MARIA LOPEZ,15/02/2026,349,N,Software
1517,juan perez,2026/01/30,38,S,Layer 1
1518,  carlos ruiz,2026/01/26,211,1,Configuration
1519,MARIA LOPEZ,02-08-26,356,1,Layer 1
